name,TempK,Sigma,SMILES
ethyl dichloroacetate,303,31.42,CCOC(=O)C(Cl)Cl
diolein succinate,343.2,25.35,CCCOC(=O)CCCCC=CCCCCCCCC
trans-octahydro-2(III)-nathalenone,363,29.57,C1CCC2CC(=O)CCC2C1
2-methoxyethanol,353,25.43,COCCO
propyl hydrocinnamate,323,31.33,CCCOC(=O)CCC1=CC=CC=C1
p-anisaldehyde,353,36.31,COC1=CC=C(C=C1)C=O
Butyl Acetate,353,19.01,CCCCOC(=O)C
Acetylene,183,20.84,C#C
1-fluorohexane,293,21.41,CCCCCCF
propionic acid,343,21.73,CCC(=O)O
1-bromononane,293,29.57,CCCCCCCCCBr
4-methylvaleronitrile,313,25.22,CC(C)CCC#N
isopentyl disulfide,288,28.87,CC(C)CCSSCCC(C)C
pyridazine,353,42.26,C1=CC=NN=C1
4-methylvaleronitrile,363,20.64,CC(C)CCC#N
Lactonitrile,313,34.47,CC(C#N)O
cis-decahydronaphthalene,413,20.56,C1CCC2CCCCC2C1
3-methyl-1-butanol,373,17.56,CC(C)CCO
dibutyl pentylmalonate,313,26.77,CCCCCC(C(=O)OCCCC)C(=O)OCCCC
1-eicosene,343,24.9,CCCCCCCCCCCCCCCCCCC=C
3-ethyl-3-pentanol,328,22.57,CCC(CC)(CC)O
dihexyloxymethane,333,23.63,CCCCCCOCOCCCCCC
4-methyl-4-octanol,308,24.63,CCCCC(C)(CCC)O
dipropyl propylmalonate,303,27.74,CCCC(CCC)(C(=O)OCCC)C(=O)OCCC
butyl isobutyrate,343,19.55,CCCCOC(=O)C(C)C
3-methyl-2-pentanol,318,23,CCC(C)C(C)O
p-anisaldehyde,363,35.27,COC1=CC=C(C=C1)C=O
1-chlorodecane,363,22.34,CCCCCCCCCCCl
ethanol,293,22.39,CCO
o-chloroaniline,303,40.7,C1=CC=C(C(=C1)N)Cl
pyrimidine,313,28.81,C1=CN=CN=C1
2-chloro-2-methyloctane,298,25.37,CCCCCCC(C)(C)Cl
ethyl acetoacetate,283,33.4,CCOC(=O)CC(=O)C
ethyl 1-naphthaleneacetate,313,39.01,CCOC(=O)CC1=CC=CC2=CC=CC=C21
pentachloroethane,298,34.14,C(C(Cl)(Cl)Cl)(Cl)Cl
1-methyl-4-methylenecyclohexane,343,19.79,CC1CCC(=C)CC1
m-xylene,343,23.5,CC1=CC(=CC=C1)C
"2,2,5-trimethylhexane",313,18.28,CC(C)CCC(C)(C)C
ethyl decanoate,353,22.62,CCCCCCCCCC(=O)OCC
diethyl ethylmalonate,333,25.44,CCC(C(=O)OCC)C(=O)OCC
methylcyclohexane,323,20.46,CC1CCCCC1
eicosane,323,26.38,CCCCCCCCCCCCCCCCCCCC
"ethyl 1,1-cyclohexanediacetate",308,32.04,CCOC(=O)CC1(CCCCC1)CC(=O)OCC
Butyronitrile,313,25.36,CCCC#N
dodecane,323,22.7,CCCCCCCCCCCC
2-methylpropene,203,21.48,CC(=C)C
methyl carbamate,353,35.98,COC(=O)N
isopentylamine,303,22.81,CC(C)CCN
2-bromobutane,283,26.37,CCC(C)Br
nonane,393,13.5,CCCCCCCCC
p-tolunitrile,363,29.89,CC1=CC=C(C=C1)C#N
Ethyl orthoformate,308,22.11,CCOC(OCC)OCC
1-decanol,293,28.88,CCCCCCCCCCO
"3,3-dimethylhexane",353,15.23,CCCC(C)(C)CC
glycerol acetate,373,34.77,CC(=O)OCC(CO)O
5-ethyl-5-decanol,308,25.7,CCCCCC(CC)(CCCC)O
1-hexanethiol,363,20.73,CCCCCCS
Dodecyl alcohol,353,25.27,CCCCCCCCCCCCO
3-pentanone O-propyloxime,353,18.79,CCCON=C(CC)CC
3-methyl-1-butanol,303,23.3,CC(C)CCO
dicyclohexylamine,333,29.85,C1CCC(CC1)NC2CCCCC2
4-methylheptane,343,16.209,CCCC(C)CCC
dibenzylamine,323,37.84,C1=CC=C(C=C1)CNCC2=CC=CC=C2
formic acid,288,38.22,C(=O)O
3-butenoic acid,363,21.88,C=CCC(=O)O
dihexyl carbonate,313,26.36,CCCCCCOC(=O)OCCCCCC
bromobenzene,363,27.7,C1=CC=C(C=C1)Br
"labile Ethyl 3-methyl-2-cyclopropene-1,2-dicarboxylate",333,29.98,CC1(C=C1C(=O)OCC)C(=O)OCC
3-ethylhexane,343,16.72,CCCC(CC)CC
diethyl sebacate,303,31.8,CCOC(=O)CCCCCCCCC(=O)OCC
n-propylaniline,353,29.1,CCCNC1=CC=CC=C1
methyl 3-ethyl-3-methylglutarate,328,28.57,CCC(C)(CC(=O)OC)CC(=O)O
p-chloranisole,413,34,COC1=CC=C(C=C1)Cl
pentaerythritol tetracaproate,293,30.4,CCCCCC(=O)OCC(COC(=O)CCCCC)(COC(=O)CCCCC)COC(=O)CCCCC
pentyl phenyl ether,363,25.17,CCCCCOC1=CC=CC=C1
1-octanol,283,28.3,CCCCCCCCO
"1,1-diisobutoxyethane",363,16.19,CC(C)COC(C)OCC(C)C
3-hexyl-pyridine,293,31.61,CCCCCCC1=CN=CC=C1
biphenyl,413,28.49,C1=CC=C(C=C1)C2=CC=CC=C2
3-(dipropylamino)-propionitrile,363,23.1,CCCN(CCC)CCC#N
4-tert-butyl-pyridine,313,31.68,CC(C)(C)C1=CC=NC=C1
(bromomethyl)tetrahydrofuran,303,35.94,C1COCC1CBr
3-hexanone O-propyloxime,323,22.02,CCCC(=NOCCC)CC
dibutoxymethane,333,21.06,CCCCOCOCCCC
"2,2,3,3-tetramethylpentane",293,23.38,CCC(C)(C)C(C)(C)C
1-bromo-3-methylbutane,283,27.1,CC(C)CCBr
diisopropyl ether,333,13.6,CC(C)OC(C)C
chlorobenzene,293,33.59,C1=CC=C(C=C1)Cl
3-(pentylamino)-propionitrile,323,27.28,CCCCCNC(C)C#N
dipentyl succinate,293,30.27,CCCCCOC(=O)CCC(=O)OCCCCC
isobutyl valerate,373,16.73,CCCCC(=O)OCC(C)C
propylene nitrate,273,48.8,CC(CO[N+](=O)[O-])O[N+](=O)[O-]
1-heptene,293,20.3,CCCCCC=C
heptenal oxime,333,25.03,CCCCCCC=NO
dimethyl succinate,303,35.43,COC(=O)CCC(=O)OC
"methyl 3,3-diethylglutarate",308,30.4,CCCC(CC(=O)OC)C(C)(C)C(=O)OC
3-ethylpentane,293,20.46,CCC(CC)CC
"diethyl 1,1-cyclobutanedicarboxylate",343,26.28,CCOC(=O)C1(CCC1)C(=O)OCC
Ethyl Palmitate,333,27.71,CCCCCCCCCCCCCCCC(=O)OCC
"trans-1,4-dimethylcyclohexane",313,21.06,CC1CCC(CC1)C
Butyl Acetate,313,23.28,CCCCOC(=O)C
dipentyl ether,303,23.88,CCCCCOCCCCC
Ethyl-2-o-benzoyl-DL-lactate,373,27.51,CC(C(=O)OC(=O)C1=CC=CC=C1)O
3-pentyloxypropionitrile,343,26.11,CCCCCOCCC#N
Ethyl m-hydroxybenzoate,433,28.73,CCOC(=O)C1=CC(=CC=C1)O
propyl tridecanoate,298,28.84,CCCCCCCCCCCCC(=O)OCCC
Heptanal,333,23.19,CCCCCCC=O
"2,6-dibenzyl-m-cresol",323,38.12,CC1=C(CC2=CC=CC=C2)C(=C(C=C1)CC3=CC=CC=C3)O
1-heptene,313,18.32,CCCCCC=C
benzoyl chloride,333,34.84,C1=CC=C(C=C1)C(=O)Cl
1-phenyldecane,363,24.79,CCCCCCCCCCC1=CC=CC=C1
pyrocatechol,373,39.1,C1=CC=C(C(=C1)O)O
1-bromohexadecane,323,29.06,CCCCCCCCCCCCCCCCBr
"3,4-diethylhexane",283,24.39,CCC(CC)C(CC)CC
benzoyl bromide,353,34.67,C1=CC=C(C=C1)C(=O)Br
butyl benzoate,313,31.74,CCCCOC(=O)C1=CC=CC=C1
N-Nitrosodibutylamine,333,26.89,CCCCN(CCCC)N=O
diethyl dextro-tartrate,363,30.95,C(C(C(C(O)O)O)OCC)OCC
dipropoxymethane,288,23.74,CCCOCOCCC
tributylamine,313,23.15,CCCCN(CCCC)CCCC
"2,3-dimethylheptane",323,19.56,CCCCC(C)C(C)C
Methyl Sulfate,323,35.44,COS(=O)(=O)O
o-diethylbenzene,333,26.18,CCC1=CC=CC=C1CC
benzoyl chloride,313,37,C1=CC=C(C=C1)C(=O)Cl
p-cresol,333,33.02,CC1=CC=C(C=C1)O
"2,4-dimethylhexane",333,16.42,CCC(C)CC(C)C
2-methyl-1-nitropropane,323,25.56,CC(C)C[N+](=O)[O-]
ethyl undecanoate,293,28.34,CCCCCCCCCCC(=O)OCC
2-methylpentane,313,15.36,CCCC(C)C
"1,4-oxathiane",358,34.28,C1CSCCO1
levo-4-Phenyl-2-butanol,283,36.66,CC(CCC1=CC=CC=C1)O
3-ethylheptane,283,23.76,CCCCC(CC)CC
Tetrahydrofurfuryl alcohol,363,30.89,C1CC(OC1)CO
cycloheptanone,283,35.71,C1CCCC(=O)CC1
1-butanethiol,343,20.08,CCCCS
glycerol trielaidate,333,22.98,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC
m-phenylazophenol,403,38.77,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)O
"m,m'-bitolyl",293,39,CC1=CC(=CC=C1)C2=CC=CC(=C2)C
1-tridecene,333,22.71,CCCCCCCCCCCC=C
heptyl butoxyacetate,333,24.56,CCCCCCCOC(=O)COCCCC
1-fluoropentane,313,17.55,CCCCCF
p-bromophenol,423,32.8,C1=CC(=CC=C1O)Br
decyl hexanoate,298,28.59,CCCCCCCCCCOC(=O)CCCCC
dimethyl propylmalonate,373,22.96,CCCC(C(=O)OC)C(=O)OC
2-butylthiophene,333,26.14,CCCCC1=CC=CS1
butyl 3-butenoate,353,20.66,CCCCOC(=O)CC=C
"1,1-dimethylcyclopentane",283,22.76,CC1(CCCC1)C
acetone oxime,313,27.3,CC(=NO)C
2-chloro-2-methylheptane,308,23.56,CCCCCC(C)(C)Cl
diisopentyl oxalate,373,21.64,CC(C)CCOC(=O)C(=O)OCCC(C)C
"N,N-dimethylaniline",353,29.75,CN(C)C1=CC=CC=C1
propyl dichloroacetate,283,31.81,CCCOC(=O)C(Cl)Cl
p-dibromobenzene,433,25.73,C1=CC(=CC=C1Br)Br
ethyl 3-butoxypropionate,333,23.64,CCCCOCCC(=O)OCC
"cis-1,4-dimethylcyclohexane",303,23.47,CC1CCC(CC1)C
butyl chloroacetate,283,31.2,CCCCOC(=O)CCl
"methyl 1,1-cyclobutanedicarboxylate",303,33.99,C1(CCC1)C(=O)OC
ethyl trichloroacetate,323,27.6,CCOC(=O)C(Cl)(Cl)Cl
Ethyl 2-cyano-3-propyl-2-pentenoate,298,31.3,CCCC(=C(C#N)C(=O)OCC)CC
cyclopentyl ethyl ether,288,26.65,CCOC1CCCC1
"ethyl trans-hexahydro-2,2-indandiacetate",348,28.81,CCOC(=O)C1C2CCCC1C2(CC(=O)O)
1-vinylnaphthalene,403,32.16,C=CC1=CC=CC2=CC=CC=C21
4-heptanone oxime,303,27.06,CCCC(=NO)CCC
hexyl acetate,293,26.5,CCCCCCOC(=O)C
resorcinol,393,46.2,C1=CC(=CC(=C1)O)O
"3,3,4-trimethylhexane",298,22.79,CCC(C)C(C)(C)CC
hexyl 3-heptyloxypropionate,293,28.71,CCCCCCCOCCC(=O)OCCCCCC
cyclohexyl ethyl ether,323,24.22,CCOC1CCCCC1
fluoroacetic acid,368,31.64,C(C(=O)O)F
2-chloro-2-methyloctane,273,27.75,CCCCCCC(C)(C)Cl
dibutyl suberate,363,26.05,CCCCOC(=O)CCCCCCC(=O)OCCCC
1-nonene,373,15.52,CCCCCCCC=C
2-pentoxyethanol,293,27.6,CCCCCOCCO
6-nitro-o-toluidine,453,32.6,CC1=C(C(=CC=C1)[N+](=O)[O-])N
1-butylnaphthalene,313,33.91,CCCCC1=CC=CC2=CC=CC=C21
"alpha,alpha-dichlorotoluene",403,27.8,C1=CC=C(C=C1)C(Cl)Cl
pentamethylene nitrate,273,45.6,C(CCO[N+](=O)[O-])CCO[N+](=O)[O-]
glycerol trioleate,393,27.64,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC
propylcyclohexane,333,22.25,CCCC1CCCCC1
acetone O-methyloxime,298,22.31,CC(=NOC)C
2-methylheptane,363,14,CCCCCC(C)C
dibutyl suberate,373,25.09,CCCCOC(=O)CCCCCCC(=O)OCCCC
bromoform,348,38.33,C(Br)(Br)Br
"2,5-dibromothiophene",358,36.47,C1=C(SC(=C1)Br)Br
cymene,323,24.44,CC1=CC=C(C=C1)C(C)C
1-pentyl butyrate,293,26.11,CCCCCOC(=O)CCC
"methyl 3,3-dimethylglutarate",298,30.93,CC(C)(CC(=O)OC)CC(=O)OC
benzoyl bromide,363,33.28,C1=CC=C(C=C1)C(=O)Br
heptyl 1-naphthaleneacetate,313,33.6,CCCCCCCOC(=O)CC1=CC=CC2=CC=CC=C21
hexyl alcohol,288,26.61,CCCCCCO
5-methylisoxazole,323,29.34,CC1=CC=NO1
4-methylcyclohexanol,303,27,CC1CCC(CC1)O
1-iodopropane,333,24.82,CCCI
tert-butylbenzene,353,22.22,CC(C)(C)C1=CC=CC=C1
methyl dipropylmalonate,283,30.23,CCCC(C(=O)OC)(C(=O)OCC)
pentyl thienyl ketone,293,34.83,CCCCCC(=O)C1=CC=CS1
tert-butyl disulfide,293,27.51,CC(C)(C)SSC(C)(C)C
2-pentanone O-ethyloxime,363,16.8,CCCC(=NOCC)C
ethyl isobutyrate,283,24.28,CCOC(=O)C(C)C
dipentyl oxalate,293,29.67,CCCCCOC(=O)C(=O)OCCCCC
1-chloro-4-iodo-benzene,423,28.51,C1=CC(=CC=C1Cl)I
1-pentylnaphthalene,333,31.51,CCCCCC1=CC=CC2=CC=CC=C21
1-bromo-2-methylpropane,323,21.66,CC(C)CBr
Ethylbenzene,283,30.39,CCC1=CC=CC=C1
ethyl phenylpropiolate,333,35.03,CCOC(=O)C#CC1=CC=CC=C1
hexyl 1-naphthaleneacetate,293,35.79,CCCCCCOC(=O)CC1=CC=CC2=CC=CC=C21
"1,2,3-tribromopropane",308,43.56,C(C(CBr)Br)Br
tris(2-ethoxyethyl)phosphite,333,26.8,CCOCCOP(OCCOCC)OCCOCC
"2,4-pentanedione",283,32.14,CC(=O)CC(=O)C
methyl 3-butynoate,313,30.42,COC(=O)CC#C
cyclopentyl Acetate,293,30.62,CC(=O)OC1CCCC1
propyl nicotinate,358,29.76,CCCOC(=O)C1=CN=CC=C1
ethyl nicotinate,313,35.56,CCOC(=O)C1=CN=CC=C1
Ethyl 2-cyano-3-propylhexanoate,288,30.53,CCCC(CCC)C(C#N)C(=O)OCC
benzoyl chloride,413,26.16,C1=CC=C(C=C1)C(=O)Cl
ethyl mesaconate,323,28.48,CC(=O)OC=C(C)C(=O)O
o-nitrophenol,333,40.31,C1=CC=C(C(=C1)[N+](=O)[O-])O
acetone O-methyloxime,288,23.38,CC(=NOC)C
butyl trichloroacetate,283,31.14,CCCCOC(=O)C(Cl)Cl
dipropyl oxalate,373,22.27,CCCOC(=O)C(=O)OCCC
methyl allylmalonate,333,28.24,COC(=O)C(CC=C)C(=O)OCÊ
3-(propylamino)-propionitrile,313,29.61,CCCNCCC#N
butyl isothiocyanate,313,28.42,CCCCN=C=S
1-pentyl butyrate,303,25.2,CCCCCOC(=O)CCC
heptamethylene nitrate,283,41.1,C1CCCC(CC1)O[N+](=O)[O-]
diethyl (bromoethyl)-malonate,303,29.91,CCOC(=O)C(CCBr)C(=O)OCC
1-ethyl-2-methoxycyclohexanol,293,36.1,CCC1(CCCCC1OC)O
Butyl thiosulfite,297,28.91,CCCCOS(=S)OCCCC
cyclobutanecarboxylic acid,353,27.47,C1CC(C1)C(=O)O
bis[2-(2-methoxyethoxy)-ethyl] ether,343,28.83,CC(C1CCC2CCCCC2C1)C(=O)OCC
butyl iodoacetate,283,34.05,CCCCOC(=O)CI
Methyl Myristate,313,27.8,CCCCCCCCCCCCCC(=O)OC
p-fluorotoluene,333,23.75,CC1=CC=C(C=C1)F
Ethyl 2-cyano-3-propyl-2-pentenoate,288,32.23,CCCC(=C(C#N)C(=O)OCC)CC
ethyl nitriloacetate,323,31.58,CCOC(=O)C[N+](=O)[O-]
Butyl Formate,373,16.82,CCCCOC=O
hexyl phenyl sulfide,363,35.7,CCCCCCSC1=CC=CC=C1
diethyl O-heptanoyl-l-malate,343,25.59,CCCCCCCC(=O)OC(C(=O)OCC)C(O)C(=O)OCC
dibutoxymethane,293,24.57,CCCCOCOCCCC
methyl 9-decynoate,303,32.06,C#CCCCCCCCC(=O)OC
propyl pyrotartate,353,24.02,CCCOC(=O)CC(C)C(=O)O
p-difluorobenzne,293,27,C1=CC(=CC=C1F)F
isobutyl propionate,303,25.47,CCC(=O)OCC(C)C
decylcyclohexane,373,22.91,CCCCCCCCCCC1CCCCC1
dimethyl pentylmalonate,373,22.92,CCCCCC(C(=O)OC)C(=O)OC
pentyl 3-butenoate,293,26.78,CCCCCOC(=O)CC=C
Ethyl salicylate,373,30.09,CCOC(=O)C1=CC=CC=C1O
sec-butyl nicotinate,293,34.42,CCC(C)OC(=O)C1=CN=CC=C1
alpha-bromotoluene,403,17.67,C1=CC=C(C=C1)CBr
"2-propyn-1-ol, acetate",293,32.82,CC(=O)OCC#C
methyl acetoacetate,283,34.04,CC(=O)CC(=O)OC
2-pentanone O-ethyloxime,353,17.77,CCCC(=NOCC)C
2-methylpropene,213,20.25,CC(=C)C
butyl azodiformate,323,28.67,CC(C)(C)OC(=O)/N=N/C(=O)OC(C)(C)CÊ
Tetrahydrofurfuryl alcohol,373,29.88,C1CC(OC1)CO
ethyl formate,283,24.5,CCOC=O
2-hexyloxyethanol,293,27.7,CCCCCCOCCO
5-decanone,318,25.39,CCCCCC(=O)CCCC
methyl thienyl ketone,313,39.69,CC(=O)C1=CC=CS1
4-chloro-4-methylheptane,318,22.88,CCCC(C)(CCC)Cl
"1,2-dichloroethane",313,29.72,C(CCl)Cl
tributyl orthophosphate,393,16.91,CCCCOP(=O)(OCCCC)OCCCC
2-methyl-1-butene,298,15.94,CCC(=C)C
"3,12-diethyl-3,12-tetradecanediol",338,30.04,CCC(CC)(CCCCCCCCC(CC)(CC)O)O
"3,4-xylenol",373,26.65,CC1=C(C=C(C=C1)O)C
1-iodohexane,373,23.18,CCCCCCI
4-dodecanol,343,23.83,CCCCCCCCC(CCC)O
cyclobutanecarboxylic acid,363,26.44,C1CC(C1)C(=O)O
sec-butyl acetate,323,20.45,CCC(C)OC(=O)C
3-(diethylamino)-propionitrile,303,29.22,CCN(CC)CCC#N
ethane,163,19.5,CC
"l-p-mentha-1,8-diene",333,23.57,C1=CC(=C(C)C1)C=C
4-hexyl-pyridine,313,30.07,CCCCCCC1=CC=NC=C1
phenylhydrazine,303,44.26,C1=CC=C(C=C1)NN
"methyl 3,3-dipropylglutarate",298,30.04,CCCC(CC(C)(CC)C(=O)OC)CC(=O)O
Cyclohexene,283,28.01,C1CCC=CC1
p-di-sec-butylbenzene,293,29.98,CCC(C)C1=CC=C(C=C1)C(C)CC
"2,2-dimethylheptane",323,18.1,CCCCCC(C)(C)C
"4,13-dichloro-4,13-dipropylhexadecane",298,31.53,CCCC(CCC)(CCCCCCCCC(CCC)(CCC)Cl)Cl
2-methyl-2-hexanol,328,32.09,CCCCC(C)(C)O
Ethylbenzene,363,21.63,CCC1=CC=CC=C1
Ethyl 2-cyano-3-propylhexanoate,348,25.24,CCCC(CCC)C(C#N)C(=O)OCC
cyclopentyl Acetate,353,23.77,CC(=O)OC1CCCC1
dicumenylmethane,333,29.97,CC(C)C1=CC=CC=C1CC2=CC=CC=C2C(C)C
pentadecane,363,21.07,CCCCCCCCCCCCCCC
butyl 3-butenoate,288,27.07,CCCCOC(=O)CC=C
heptanenitrile,343,23.45,CCCCCCC#N
2-pentylnaphthalene,333,31.27,CCCCCC1=CC2=CC=CC=C2C=C1
5-chloro-5-methylnonane,273,28.51,CCCCC(C)(CCCC)Cl
Acetylene,223,13.1,C#C
n-methylaniline,288,37.87,CNC1=CC=CC=C1
glycerol trielaidate,403,18.1,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC
allyl phenyl ether,323,30.61,C=CCOC1=CC=CC=C1
"ethyl trans-3,3-dimethyl-1,2-cyclopropanedicarboxylate",283,31.68,CC(C)1C(C1C(=O)OCC)C(=O)OCCÊ
5-dodecanol,323,25.03,CCCCCCCC(CCCC)O
p-fluorotoluene,383,18.24,CC1=CC=C(C=C1)F
pyrrole,333,33.21,C1=CNC=C1
decane,383,15.55,CCCCCCCCCC
ethyl 3-butenoate,323,22.83,CCOC(=O)CC=C
1-bromo-2-ethoxy-ethane,283,30.85,CCOCCBr
diisopropyl adipate,333,25.39,CC(C)OC(=O)CCCCC(=O)OC(C)C
methyl trichloroacetate,323,29.58,COC(=O)C(Cl)(Cl)Cl
Dimethyl Ether,228,21.62,COC
aniline,313,40.5,C1=CC=C(C=C1)N
undecane,293,24.66,CCCCCCCCCCC
glycerol acetate,383,33.9,CC(=O)OCC(CO)O
heptadecane,313,26.61,CCCCCCCCCCCCCCCCC
o-chloranisole,413,25.1,COC1=CC=CC=C1Cl
1-pentadecene,333,23.84,CCCCCCCCCCCCCC=C
butyl undecenoate,323,26.98,CCCCCCCCC=CC(=O)OCCCC
propyl 1-naphthyl ketone,293,41.45,CCCC(=O)c1cccc2ccccc12
"2,3,4-trimethylhexane",298,22.33,CCC(C)C(C)C(C)C
DL-1-Phenyl-2-butanol,323,31.23,CCC(CC1=CC=CC=C1)O
dipentyl acetylenedicarboxylate,363,25.51,CCCCCOC(=O)C#CC(=O)OCCCCC
glutaronitrile,293,48.11,C(CC#N)CC#N
"Ethyl 2-cyano-3,3-diethylacrylate",323,30.58,CCC(=C(C#N)C(=O)OCC)CC
"methyl trans-decahydro-2,2-naphthalene diacetate",288,36.88,CC(=O)OC1CCC2CCCCC2C1C(=O)OC
m-toluidine,353,32.5,CC1=CC(=CC=C1)N
dipentyl maleate,323,28.22,CCCCCOC(=O)C=CC(=O)OCCCCC
butyl nicotinate,358,29.13,CCCCOC(=O)C1=CN=CC=C1
p-chlorophenol,453,27.1,C1=CC(=CC=C1O)Cl
p-chlorotoluene,313,30.6,CC1=CC=C(C=C1)Cl
3-pentanone O-propyloxime,293,24.73,CCCON=C(CC)CC
diisopropyl ether,298,17.27,CC(C)OC(C)C
1-nonanol,303,27.51,CCCCCCCCCO
diethyl O-decanoyl-l-malate,323,27.45,CCCCCCCCCC(=O)OCC(=O)OCC
isobutyl ricinoleate,343,27.68,CCCCCCC(CC=CCCCCCCCC(=O)OCC(C)C)O
Isobutyl Cyanoacetate,373,24.5,CC(C)COC(=O)CC#N
methyl isobutyrate,323,20.33,CC(C)C(=O)OC
3-heptanone,313,24.18,CCCCC(=O)CC
"2,4,6-trinitrotoluene",453,37.21,CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1-pentyl disulfide,373,23.13,CCCCCSSCCCCC
ethyl dichloroacetate,353,25.63,CCOC(=O)C(Cl)Cl
dipropyl oxalate,343,25.24,CCCOC(=O)C(=O)OCCC
cyclopentane,313,19.68,C1CCCC1
butyl 2-naphthoate,333,34.41,CCCCOC(=O)C1=CC2=CC=CC=C2C=C1
"N,N-dibutylaniline",303,31.36,CCCCN(CCCC)C1=CC=CC=C1
hexyl alcohol,328,23.4,CCCCCCO
ethyl pyrotartate,293,29.8,COC(=O)CC(C)C(=O)OCC
methyl 3-butenoate,333,22.6,COC(=O)CC=C
pentyl Cyanoacetate,373,24.41,CCCCCOC(=O)CC#N
ethyl dichloroacetate,283,33.73,CCOC(=O)C(Cl)Cl
"3,4-xylenol",368,27.1,CC1=C(C=C(C=C1)O)C
pentyl cyclopropane,323,26.05,CCCCCC1CC1
ethyl methylcarbamate,363,29.69,CCOC(=O)NC
butyl 3-ethoxypropionate,333,23.43,CCCCOC(=O)CCOCC
butyl ethyl ether,298,20.13,CCCCOCC
3-methylcyclohexanone,363,24.73,CC1CCCC(=O)C1
4-methylvaleric,333,23.45,CC(C)CCC(=O)O
6-nitro-o-toluidine,393,37.9,CC1=C(C(=CC=C1)[N+](=O)[O-])N
ethyl naphthoate,313,39.19,CCOC(=O)C1=CC=CC2=C1C=CC=C2
dimethyl malonate,303,36.1,COC(=O)CC(=O)OC
cycloheptanone,293,34.66,C1CCCC(=O)CC1
diethyl O-propionylmalate,323,28.3,C(C(=O)OCC)C(=O)OCC(C(=O)OCC)O
glycerol trihexanoate,413,23.08,CCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCC
dimethyl glutarate,343,30.32,COC(=O)CCCC(=O)OC
"ethyl-1,1-cyclopropanecarboxylic acid",363,24.72,CCOC(=O)C1(CC1)
"1,3-dichloropropane",358,25.92,C(CCl)CCl
hexyl 3-hexyloxypropionate,333,24.9,CCCCCCOCCC(=O)OCCCCCC
"N,N-dibutylaniline",293,32.3,CCCCN(CCCC)C1=CC=CC=C1
"ethyl 1,1,2,2-cyclopropanetetracarboxylate",363,27.75,CCOC(=O)C1(CC1(C(=O)OCC)C(=O)OCC)C(=O)OCC
tetradecyl acetate,338,26.04,CCCCCCCCCCCCCCOC(=O)C
5-decanone,308,25.88,CCCCCC(=O)CCCC
1-bromohexane,293,27.88,CCCCCCBr
methyl phenyl sulfide,353,32.91,CSC1=CC=CC=C1
propyl thiocyanate,323,29.61,CCCSC#N
acetone ketazine,313,24.49,CC(=NN=C(C)C)C
isohexylamine,353,18.88,CC(C)CCCN
tripentylamine,313,24.54,CCCCCN(CCCCC)CCCCC
1-pentyl formate,323,22.97,CCCCCOC=O
heptadecane,353,23.24,CCCCCCCCCCCCCCCCC
"2-Butyne-1,4-diol, dibutyrate",313,31.41,CCCC(=O)OCC#CCOC(=O)CCC
"dibutyl 1,1-cyclobutanedicarboxylate",353,24.71,CCCCOC(=O)C1(CCC1)C(=O)OCCCC
o-cresol,373,29.32,CC1=CC=CC=C1O
pentylamine,353,19.07,CCCCCN
octanenitrile,293,28.01,CCCCCCCC#N
methyl ethylpropylmalonate,333,26.44,CCCOC(=O)C(C)C(=O)OCÊ
Butyl Sulfate,373,24.14,CCCCOS(=O)(=O)[O-]
hexadecafluoroheptane,303,12.37,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
"2,3-dimethylhexane",363,14.62,CCCC(C)C(C)C
3-(dibutylamino)-propionitrile,298,28.77,CCCCN(CCCC)CCC#N
1-pentanethiol,353,20.84,CCCCCS
ethyl sulfide,323,21.8,CCSCC
"methyl 4-methyl-1,1-cyclohexanediacetate",348,28.93,CC1CCC(CC1)(CC(=O)OC)CC(=O)OC
ethyl nitriloacetate,343,29.52,CCOC(=O)C[N+](=O)[O-]
4-phenyl-3-buten-2-one,493,22.72,CC(=O)C=CC1=CC=CC=C1
dibutyl methylmalonate,303,27.9,CCCCOC(=O)C(C)C(=O)OCCCC
cyclo-octanone,313,34.03,C1CCCC(=O)CCC1
diisobutyl succinate,333,25.04,CC(C)COC(=O)CCC(=O)OCC(C)C
4-heptanone O-ethyloxime,363,17.71,CCCC(=NOCC)CCC
3-hepyloxy-propionitrile,333,26.4,CCCCCCCOCCC#N
2-ethylthiophene,293,29.86,CCC1=CC=CS1
ethyl phenyl sulfide,323,33.64,CCSC1=CC=CC=C1
ethyl 2-bromopropionate,283,31.43,CCOC(=O)C(C)Br
dipentyl adipate,333,27.78,CCCCCOC(=O)CCCCC(=O)OCCCCC
